communityId,unitType,unitCategory,unitNumber,status,available,moveout,priorRent,sf,pmsUnitType,offset,amenities,amenityAmount,leaseTerm,baseRent,totalConcession,effectiveRent
571a64ff3004565451453b87,1X1R ,1X1,1087,On Notice,6/2/16,5/23/16,1395,796,269.a1r,0," Attached Garage, Premium Renovation, Upgraded Cabinets",350,10,1185,0,1185
571a64ff3004565451453b87,1X1R ,1X1,1186,On Notice,6/10/16,5/19/16,1030,796,269.a1r,0," Attached Garage, End Unit, Premium Renovation, Upgraded Cabinets",375,10,1210,0,1210
571a64ff3004565451453b87,1X1R ,1X1,1179,On Notice,6/12/16,6/2/16,1135,796,269.a1pr,0," Attached Garage, Renovated 1 BD, Upgraded Cabinets",300,10,1135,0,1135
571a64ff3004565451453b87,1X1R ,1X1,1138,On Notice,6/24/16,5/28/16,1270,796,269.a1r,0," Attached Garage, Premium Renovation, Upgraded Cabinets",350,11,1185,0,1185
571a64ff3004565451453b87,1X1R ,1X1,1184,On Notice,7/9/16,6/29/16,1065,796,269.a1pr,0," Attached Garage, Renovated 1 BD",275,10,1115,0,1115
571a64ff3004565451453b87,1X1R ,1X1,1178,On Notice,7/22/16,6/28/16,980,796,269.a1r,0," Attached Garage, Fireplace, Premium Renovation, Upgraded Cabinets",360,10,1200,0,1200
571a64ff3004565451453b87,2X2R ,2X2,,,,,,,,,,,,,,
571a64ff3004565451453b87,2X2R ,2X2,1022,Vacant Ready,4/22/16,7/13/15,1470,1221,269.c2pr,0," Attached Garage, Renovated 2 BD, Upgraded Cabinets",375,12,1460,0,1460
571a64ff3004565451453b87,2X2R ,2X2,1167,Vacant Ready,4/22/16,2/1/16,1650,1221,269.c2r,0," Attached Garage, Premium Renovation, Upgraded Cabinets",425,12,1510,0,1510
571a64ff3004565451453b87,2X2R ,2X2,1030,On Notice,5/25/16,4/30/16,1685,1221,269.c2r,0," Attached Garage, Fireplace, Premium Renovation, Upgraded Cabinets",435,12,1530,0,1530
571a64ff3004565451453b87,2X2R ,2X2,1025,On Notice,5/31/16,5/5/16,1225,1221,269.c1r,-35," Attached Garage, C1, Premium Renovation, Upgraded Cabinets",390,12,1495,0,1495
571a64ff3004565451453b87,2X2R ,2X2,1041,On Notice,6/10/16,5/31/16,1740,1221,269.c2pr,0," Attached Garage, End Unit, Renovated 2 BD",300,11,1405,0,1405
571a64ff3004565451453b87,2X2R ,2X2,1014,On Notice,6/15/16,6/5/16,1325,1221,269.c1pr,-35," Attached Garage, C1, End Unit, Mtn. Views, Renovated 2 BD",275,11,1380,0,1380
571a64ff3004565451453b87,2X2R ,2X2,1054,On Notice,6/25/16,6/15/16,1470,1221,269.c2pr,0," Attached Garage, Renovated 2 BD",275,11,1380,0,1380
571a64ff3004565451453b87,2X2R ,2X2,1015,On Notice,7/10/16,6/30/16,1360,1221,269.c2pr,0," Attached Garage, Mtn. Views, Renovated 2 BD",285,10,1390,0,1390
571a64ff3004565451453b87,3X3 ,3X3,,,,,,,,,,,,,,
571a64ff3004565451453b87,3X3 ,3X3,1002,On Notice,6/2/16,5/23/16,1710,1499,269.d1pr,0," Attached Garage, Mtn. Views, Renovated 3 BD",190,11,1955,0,1955
571a64ff3004565451453b88,1X1 ,1X1,,,,,,,,,,,,,,
571a64ff3004565451453b88,1X1 ,1X1,102,On Notice,5/17/16,5/7/16,2124,648,275.a,0," B, Cinnamon Cabinets, Collin B, Standard Finish 1 - 9",365,11,2145,0,2145
571a64ff3004565451453b88,1X1A ,1X1,,,,,,,,,,,,,,
571a64ff3004565451453b88,1X1A ,1X1,808,Vacant Ready,4/22/16,12/29/15,2130,598,275.a1,0," 8th Floor, AN, Burke AN, Kitchen Island, Standard Finish 1 - 9, View - West",470,12,2240,0,2240
571a64ff3004565451453b88,1X1A ,1X1,1106,Vacant Ready,4/22/16,3/13/16,2512,598,275.a1,0," 11th Floor, BM, Burke AM, Premium Finish 10-13, View - West",305,12,2075,0,2075
571a64ff3004565451453b88,1X1A ,1X1,508,On Notice,5/31/16,5/21/16,2018,598,275.a1,0," 5th Floor, AN, Burke AN, Kitchen Island, Standard Finish 1 - 9",240,10,2055,0,2055
571a64ff3004565451453b88,1X1B ,1X1,,,,,,,,,,,,,,
571a64ff3004565451453b88,1X1B ,1X1,203,On Notice,5/10/16,4/30/16,1950,736,275.a2,0," Cinnamon Cabinets, D, Standard Finish 1 - 9, Stimson D",100,11,2165,0,2165
571a64ff3004565451453b88,1X1B ,1X1,307,On Notice,5/10/16,4/30/16,1675,736,275.a2,0," 07 Series, AF, Cinnamon Cabinets, Deck / Patio Small, Lower Profile Cabinets, Standard Finish 1 - 9",-180,11,1885,0,1885
571a64ff3004565451453b88,2X1 ,2X2,,,,,,,,,,,,,,
571a64ff3004565451453b88,2X1 ,2X2,304,Vacant Ready,4/22/16,4/2/16,2678,914,275.b,0," AL, Cinnamon Cabinets, Deck / Patio Large, Standard Finish 1 - 9",155,11,2800,0,2800
571a64ff3004565451453b88,2X2A ,2X2,,,,,,,,,,,,,,
571a64ff3004565451453b88,2X2A ,2X2,1313,Vacant Ready,4/22/16,3/15/16,3247,1202,275.c1,0," 13th Floor Large, BB, Granville BB, Premium Finish 10-13, View - North/East",535,11,3785,0,3785
571a64ff3004565451453b88,2X2A ,2X2,1513,On Notice,5/24/16,5/14/16,3313,1202,275.c1,0," 15th Floor Large, CB, PH Finish 14-17, View - North/East",440,10,3715,0,3715
571a64ff3004565451453b88,STUD ,STUD,,,,,,,,,,,,,,
571a64ff3004565451453b88,STUD ,STUD,412,Vacant Ready,4/22/16,4/9/16,1519,478,275.s,0," 4th Floor, AQ, Cinnamon Cabinets, Standard Finish 1 - 9",60,11,1630,0,1630
571a64ff3004565451453b88,STUDA ,STUD,,,,,,,,,,,,,,
571a64ff3004565451453b88,STUDA ,STUD,909,On Notice,5/4/16,4/24/16,1735,548,275.s1,0," 9th Floor, AE, Bond Large, Partial View, View - East",295,10,1920,0,1920
571a64ff3004565451453b89,1X1 ,1X1,,,,,,,,,,,,,,
571a64ff3004565451453b89,1X1 ,1X1,H276: 504,On Notice,5/22/16,5/12/16,1955,664,276.a,0," 5th Floor, Mountain West, Near Common Space, Park Rent, Roof Terrace",275,12,2000,0,2000
571a64ff3004565451453b89,1X1A ,1X1,,,,,,,,,,,,,,
571a64ff3004565451453b89,1X1A ,1X1,H276: 118,On Notice,6/10/16,5/31/16,1775,690,276.a1,0," City East, High Ceilings, Park Rent",100,11,1935,0,1935
571a64ff3004565451453b89,1X1A ,1X1,H276: 125,On Notice,7/6/16,6/26/16,1900,690,276.a1,0," High Ceilings, Large Patio, Park Rent, Pool View",200,10,1985,0,1985
571a64ff3004565451453b89,2X2 ,2X2,,,,,,,,,,,,,,
571a64ff3004565451453b89,2X2 ,2X2,H276: 421,On Notice,5/10/16,4/30/16,2725,1010,276.c2,0," 4th Floor, City East, Corner Unit, Park Rent, Pikes South, Wrap Deck",325,12,2785,0,2785
571a64ff3004565451453b89,2X2 ,2X2,H276: 512,On Notice,5/31/16,5/21/16,2795,1010,276.c2,0," 5th Floor, City East, Corner Unit, Mountain West, Near Common Space, Park Rent, Roof Terrace, Wrap Deck",425,12,2880,0,2880
571a64ff3004565451453b89,2X2 ,2X2,H276: 420,On Notice,6/26/16,6/16/16,2540,979,276.c1,150," 4th Floor, City East, Park Rent",325,12,2675,0,2675
571a64ff3004565451453b89,2X2 ,2X2,H276: 121,On Notice,6/29/16,6/19/16,2535,1010,276.c2,0," City East, Corner Unit, High Ceilings, Park Rent, Wrap Deck",200,12,2535,0,2535
571a64ff3004565451453b89,STUDIOA ,Studio,,,,,,,,,,,,,,
571a64ff3004565451453b89,STUDIOA ,Studio,H276: 305,On Notice,5/19/16,5/9/16,1355,480,276.s,0," 3rd Floor, Park Rent, Pikes South, Pool View",200,10,1630,0,1630
571a64ff3004565451453b8a,1JRF ,1JRF,,,,,,,,,,,,,,
571a64ff3004565451453b8a,1JRF ,1JRF,329,Vacant Ready,4/22/16,3/15/16,1915,623,281.jr1,0," 1J-E, 3rd Floor, Concrete Flooring, Figueroa",220,12,2080,0,2080
571a64ff3004565451453b8a,1JRF ,1JRF,316,On Notice,6/8/16,5/29/16,2165,623,281.jr1,0," 1J-A, 3rd Floor, Concrete Flooring, Figueroa",355,12,2215,0,2215
571a64ff3004565451453b8a,1JRS ,1JRF,,,,,,,,,,,,,,
571a64ff3004565451453b8a,1JRS ,1JRF,610,Vacant Ready,4/22/16,3/15/16,1873,605,281.jr,0," 1J-B2, 6th Floor, Middle Kitchen, St Paul B2",295,12,2170,0,2170
571a64ff3004565451453b8a,1JRS ,1JRF,614,Vacant Ready,4/22/16,4/1/16,2125,605,281.jr,0," 1J-B2, 6th Floor, Middle Kitchen, St Paul B2",295,12,2170,0,2170
571a64ff3004565451453b8a,1JRS ,1JRF,620,On Notice,5/4/16,4/24/16,1871,605,281.jr,0," 1J-G, 6th Floor, St Paul B3",180,12,2055,0,2055
571a64ff3004565451453b8a,1JRS ,1JRF,410,On Notice,6/7/16,5/28/16,1970,605,281.jr,0," 1J-B2, 4th Floor, Middle Kitchen, St Paul B2",255,12,2130,0,2130
571a64ff3004565451453b8a,1JRS ,1JRF,308,On Notice,6/19/16,6/9/16,1850,605,281.jr,0," 1J-B1, 3rd Floor, Concrete Flooring, Middle Kitchen, St Paul B1",205,12,2080,0,2080
571a64ff3004565451453b8a,STUDIO ,1JRF,,,,,,,,,,,,,,
571a64ff3004565451453b8a,STUDIO ,1JRF,248,Vacant Ready,4/22/16,3/19/16,1683,497,281.s,0," 0-A, Bixel",355,12,2045,0,2045
571a64ff3004565451453b8a,1X1L ,1x1P,,,,,,,,,,,,,,
571a64ff3004565451453b8a,1X1L ,1x1P,309,On Notice,5/10/16,4/30/16,2080,710,281.a,0," 1-E, 3rd Floor, Concrete Flooring, LA",305,11,2285,0,2285
571a64ff3004565451453b8a,1X1L ,1x1P,442,On Notice,5/10/16,4/30/16,2305,710,281.a,0," 1-C2, 4th Floor, L Shaped Kitchen, LA",305,11,2285,0,2285
571a64ff3004565451453b8a,1X1P ,1x1P,,,,,,,,,,,,,,
571a64ff3004565451453b8a,1X1P ,1x1P,424,Vacant Ready,4/22/16,3/21/16,2600,772,281.a1,0," 1-AD1, 4th Floor, Medium Balcony, Pico Lrg, U Kitchen",355,11,2570,0,2570
571a64ff3004565451453b8a,1X1P ,1x1P,518,Vacant Ready,4/22/16,4/1/16,2530,772,281.a1,0," 1-AD, 5th Floor, Large Balcony, U Kitchen",175,11,2390,0,2390
571a64ff3004565451453b8a,1X1P ,1x1P,524,On Notice,6/10/16,5/31/16,2455,772,281.a1,0," 1-AD1, 5th Floor, Medium Balcony, Pico Lrg, U Kitchen",375,10,2590,0,2590
571a64ff3004565451453b8a,1X1P ,1x1P,724,On Notice,6/10/16,5/31/16,2545,772,281.a1,0," 1-AD1, 7th Floor, Medium Balcony, Pico Lrg, U Kitchen",465,10,2680,0,2680
571a64ff3004565451453b8a,1X1P ,1x1P,436,On Notice,7/10/16,6/30/16,2550,772,281.a1,0," 1-AD, 4th Floor, Large Balcony, U Kitchen",155,12,2370,0,2370
571a64ff3004565451453b8a,1X1P ,1x1P,618,On Notice,7/10/16,6/30/16,2300,772,281.a1,0," 1-AD, 6th Floor, Large Balcony, U Kitchen",195,12,2410,0,2410
571a64ff3004565451453b8a,2BED ,3x2,,,,,,,,,,,,,,
571a64ff3004565451453b8a,2BED ,3x2,541,Vacant Ready,4/22/16,1/23/16,3250,1091,281.c,0," 2-A, 5th Floor, Location Adjustment, Medium Balcony, Olympic Lrg, U Kitchen",475,11,3365,0,3365
571a64ff3004565451453b8a,3X2 ,3x2,,,,,,,,,,,,,,
571a64ff3004565451453b8a,3X2 ,3x2,344,Vacant Ready,4/22/16,3/26/16,3365,1310,281.d,0," 3-A, 3rd Floor, 44 Series, Grand",385,11,3355,0,3355
571a64ff3004565451453b8b,1X1ANGLE ,1X1ANGLE,,,,,,,,,,,,,,
571a64ff3004565451453b8b,1X1ANGLE ,1X1ANGLE,540,On Notice,6/7/16,5/28/16,1855,666,282.a2,0," 5th Floor, B3a Series, View Courtyard, View North",225,10,2300,0,2300
571a64ff3004565451453b8b,1X1PLUS ,1X1PLUS,,,,,,,,,,,,,,
571a64ff3004565451453b8b,1X1PLUS ,1X1PLUS,338,Vacant Unavailable,4/22/16,4/11/16,2650,940,282.a5d,0," 3rd Floor, C9 Series, Patio Size D, View South",850,12,2800,0,2800
571a64ff3004565451453b8b,1X1PLUS ,1X1PLUS,606,Vacant Ready,4/22/16,3/12/16,1836,720,282.a6,0," 6th Floor, C1 Series, View Courtyard, View South",280,12,2230,0,2230
571a64ff3004565451453b8b,1X1PLUS ,1X1PLUS,652,On Notice,5/8/16,4/28/16,1991,720,282.a6,0," 6th Floor, C2 Series, View East",115,12,2105,0,2105
571a64ff3004565451453b8b,1X1PLUS ,1X1PLUS,438,On Notice,6/10/16,5/31/16,1776,720,282.a6,0," 4th Floor, C1 Series, View South",165,11,2175,0,2175
571a64ff3004565451453b8b,1X1URBAN ,1X1URBAN,,,,,,,,,,,,,,
571a64ff3004565451453b8b,1X1URBAN ,1X1URBAN,522,Vacant Ready,4/22/16,3/10/16,1870,535,282.a1,0," 5th Floor, A1b Series",100,10,1770,0,1770
571a64ff3004565451453b8b,1X1URBAN ,1X1URBAN,720,Vacant Ready,4/22/16,4/2/16,1355,535,282.a1,0," 7th Floor, A2 Series",70,10,1740,0,1740
571a64ff3004565451453b8b,1X1URBAN ,1X1URBAN,723,On Notice,5/23/16,5/13/16,1750,535,282.a1,0," 7th Floor, A1b Series, View Courtyard, View East",270,12,1970,0,1970
571a64ff3004565451453b8b,1X1URBAN ,1X1URBAN,639,On Notice,5/28/16,5/18/16,1860,535,282.a1,0," 6th Floor, B1 Series, View South",160,12,1860,0,1860
571a64ff3004565451453b8b,1X1URBAN ,1X1URBAN,424,On Notice,6/4/16,5/25/16,1760,535,282.a1,0," 4th Floor, A1a Series",90,12,1785,0,1785
571a64ff3004565451453b8b,2X2 ,2X2,,,,,,,,,,,,,,
571a64ff3004565451453b8b,2X2 ,2X2,614,On Notice,5/15/16,5/5/16,2626,924,282.b,0," 6th Floor, Corner, D2 Series, Patio Size B, View East, View South",425,11,3195,0,3195
571a64ff3004565451453b8c,1X1 ,1X1,,,,,,,,,,,,,,
571a64ff3004565451453b8c,1X1 ,1X1,A303,On Notice,5/9/16,4/24/16,1455,843,283.ar,0," 3rd Floor, Location Adjustment 3rd Floor, Renovated 1 BD, Vaulted Ceiling",85,11,1695,0,1695
571a64ff3004565451453b8c,1X1 ,1X1,A103,On Notice,5/13/16,4/28/16,1389,843,283.ar,0," 1st Floor, Location Adjustment 1st Floor, Renovated 1 BD, View-Wooded",130,11,1740,0,1740
571a64ff3004565451453b8c,1X1 ,1X1,K202,On Notice,5/15/16,4/30/16,1306,843,283.ar,0," Renovated 1 BD, View-River",105,11,1715,0,1715
571a64ff3004565451453b8c,1X1 ,1X1,G102,On Notice,5/30/16,5/20/16,1561,843,283.ar,0," 1st Floor, Renovated 1 BD",130,12,1750,0,1750
571a64ff3004565451453b8c,2X1 ,2X1,,,,,,,,,,,,,,
571a64ff3004565451453b8c,2X1 ,2X1,F303,Vacant Ready,4/22/16,1/31/16,1294,969,283.br,0," 3rd Floor, Location Adjustment 3rd Floor, Renovated 2 BD, Vaulted Ceiling",90,11,1765,0,1765
571a64ff3004565451453b8c,2X1 ,2X1,J303,On Notice,5/19/16,5/9/16,1499,969,283.br,0," 3rd Floor, Renovated 2 BD, Vaulted Ceiling, View-River",125,10,1800,0,1800
571a64ff3004565451453b8c,2X1 ,2X1,F202,On Notice,7/9/16,6/29/16,1585,969,283.b,0, Renovated 2 BD,95,11,1770,0,1770
571a64ff3004565451453b8c,2X2 ,2X2,,,,,,,,,,,,,,
571a64ff3004565451453b8c,2X2 ,2X2,G204,Vacant Ready,4/22/16,3/31/16,1735,1088,283.cr,0," Renovated 2 BD, View-Wooded",110,12,1805,0,1805
571a64ff3004565451453b8c,2X2 ,2X2,K101,On Notice,5/1/16,4/21/16,1925,1088,283.cr,0," 1st Floor, Corner, Renovated 2 BD",145,11,1840,0,1840
571a64ff3004565451453b8c,2X2 ,2X2,K301,On Notice,6/7/16,5/28/16,1709,1088,283.cr,0," 3rd Floor, Corner, Renovated 2 BD, Vaulted Ceiling, View-River",135,10,1835,0,1835
571a64ff3004565451453b8d,1X1 ,1X1,,,,,,,,,,,,,,
571a64ff3004565451453b8d,1X1 ,1X1,1-107,Vacant Ready,4/22/16,4/14/16,1181,758,288.a2,50," 10 Series, 1st Floor Bldg 1, 2nd Floor, Ceiling Heights",35,12,1325,0,1325
571a64ff3004565451453b8d,1X1 ,1X1,1-327,Vacant Ready,4/22/16,3/30/16,1199,677,288.a,0," 3rd Floor, 7 Series",30,12,1320,0,1320
571a64ff3004565451453b8d,1X1 ,1X1,1-428,Vacant Ready,4/22/16,4/8/16,1240,647,288.a1,0," 2nd Floor, 4th Floor, 9b Series, Pool Courtyard",110,12,1400,0,1400
571a64ff3004565451453b8d,1X1 ,1X1,2-411,Vacant Ready,4/22/16,3/17/16,1339,647,288.a1,0," 2nd Floor, 4th Floor, 8 Series, Balcony, Dark Fl bldg 2,3,4th Flr, Plaza Courtyard",100,12,1390,0,1390
571a64ff3004565451453b8d,1X1 ,1X1,3-101,Vacant Ready,4/22/16,4/6/16,1095,647,288.a1,0," 2nd Floor, 8 Series, Circuit Courtyard, East Facing",10,12,1300,0,1300
571a64ff3004565451453b8d,1X1 ,1X1,3-113,Vacant Ready,4/22/16,3/6/16,1183,647,288.a1,0," 1st Floor Bldg 2 & 3, 2nd Floor, 8 Series, Circuit Courtyard",25,12,1315,0,1315
571a64ff3004565451453b8d,1X1 ,1X1,3-117,Vacant Ready,4/22/16,4/4/16,1114,647,288.a1,0," 1st Floor Bldg 2 & 3, 2nd Floor, 8 Series, Circuit Courtyard",25,12,1315,0,1315
571a64ff3004565451453b8d,1X1 ,1X1,3-301,Vacant Ready,4/22/16,4/10/16,1150,647,288.a1,0," 3rd Floor, 8 Series, Balcony, Circuit Courtyard, East Facing",50,12,1340,0,1340
571a64ff3004565451453b8d,1X1 ,1X1,3-305,Vacant Ready,4/22/16,3/30/16,1315,647,288.a1,0," 3rd Floor, 8 Series, Balcony, Circuit Courtyard, East Facing",50,12,1340,0,1340
571a64ff3004565451453b8d,1X1 ,1X1,3-213,Vacant Unavailable,4/30/16,4/20/16,1154,647,288.a1,0," 2nd Floor, 8 Series, Balcony, Circuit Courtyard, West Facing",30,11,1335,0,1335
571a64ff3004565451453b8d,1X1 ,1X1,3-417,On Notice,5/10/16,4/30/16,1318,647,288.a1,0," 2nd Floor, 4th Floor, 8 Series, Balcony, Circuit Courtyard, Dark Fl bldg 2,3,4th Flr",85,11,1405,0,1405
571a64ff3004565451453b8d,1X1 ,1X1,2-129,On Notice,5/12/16,5/2/16,1243,647,288.a1,0," 1st Floor Bldg 2 & 3, 2nd Floor, 8 Series, Ceiling Heights, East Facing, Exterior Ground Floor Patio, Street Access",70,11,1390,0,1390
571a64ff3004565451453b8d,1X1 ,1X1,2-302,On Notice,5/22/16,5/12/16,1172,647,288.a1,0," 3rd Floor, 8 Series, Balcony, West Facing",50,11,1370,0,1370
571a64ff3004565451453b8d,1X1 ,1X1,3-104,On Notice,5/25/16,5/15/16,1300,647,288.a1,0," 1st Floor Bldg 2 & 3, 2nd Floor, 8 Series, Ext/Int Grnd Fl Covered Patio, Street Access, West Facing",60,11,1380,0,1380
571a64ff3004565451453b8d,1X1 ,1X1,3-304,On Notice,5/31/16,5/21/16,1235,647,288.a1,0," 2nd Floor, 3rd Floor, 8 Series, West Facing",40,11,1365,0,1365
571a64ff3004565451453b8d,1X1DEN ,1X1DEN,,,,,,,,,,,,,,
571a64ff3004565451453b8d,1X1DEN ,1X1DEN,3-407,On Notice,5/27/16,5/17/16,1463,814,288.a3,0," 13a Series, 2nd Floor, 4th Floor, Dark Fl bldg 2,3,4th Flr, Ext/Int Grnd Fl Covered Patio, Pantry, South Facing",135,11,1675,0,1675
571a64ff3004565451453b8d,2X2 ,2X2,,,,,,,,,,,,,,
571a64ff3004565451453b8d,2X2 ,2X2,1-308,Vacant Ready,4/22/16,4/3/16,1380,857,288.b,-85," 25 Series, 2nd Floor, 3rd Floor, Ext/Int Grnd Fl Covered Patio, South Facing",25,12,1735,0,1735
571a64ff3004565451453b8d,2X2 ,2X2,2-227,Vacant Ready,4/22/16,3/9/16,1735,1049,288.c1,0," 23a Series, 2nd Floor, Plaza Courtyard",25,12,1735,0,1735
571a64ff3004565451453b8d,2X2 ,2X2,3-216,Vacant Unavailable,4/26/16,4/16/16,1495,857,288.b,-85," 22 Series, 2nd Floor, East Facing",-85,12,1665,0,1665
571a64ff3004565451453b8d,STUD ,STUD,,,,,,,,,,,,,,
571a64ff3004565451453b8d,STUD ,STUD,2-231,Vacant Unavailable,4/28/16,4/18/16,1320,604,288.s,0," 2nd Floor, 4 Series, Corner, Plaza Courtyard",45,11,1280,0,1280
571a64ff3004565451453b8d,STUD ,STUD,3-103,On Notice,5/10/16,4/30/16,1100,604,288.s,0," 1st Floor Bldg 2 & 3, 2nd Floor, 4 Series, Circuit Courtyard, East Facing, Ext/Int Grnd Fl Covered Patio",40,11,1295,0,1295
571a64ff3004565451453b8d,STUD ,STUD,3-403,On Notice,5/10/16,4/30/16,1075,604,288.s,0," 2nd Floor, 4 Series, 4th Floor, Circuit Courtyard, Dark Fl bldg 2,3,4th Flr, East Facing",75,11,1330,0,1330
571a64ff3004565451453b8d,STUD ,STUD,3-215,On Notice,7/10/16,6/30/16,1002,604,288.s,0," 2nd Floor, 4 Series, Circuit Courtyard, West Facing",20,10,1285,0,1285
571a64ff3004565451453b8e,1X1 ,1X1,,,,,,,,,,,,,,
571a64ff3004565451453b8e,1X1 ,1X1,327,On Notice,5/4/16,4/24/16,1256,671,296.a1,-110," Full Mtn View, Juliette Balcony, Parking Access, Scheme A-White Cabinets, Vinyl plank floor",40,11,1650,0,1650
571a64ff3004565451453b8e,1X1 ,1X1,395,On Notice,5/23/16,5/13/16,1655,725,296.a3,0," Corner, Full Mtn View, Full unit of vinyl plank, Parking Access, Scheme A-White Cabinets, Series 14, Square Balcony, Vinyl plank floor",265,11,1910,0,1910
571a64ff3004565451453b8e,1X1 ,1X1,437,On Notice,5/26/16,5/16/16,1573,725,296.a3,0," 4th Floor, Full Mtn View, Scheme B-Grey Cabinets, Vinyl plank floor",155,11,1800,0,1800
571a64ff3004565451453b8e,1X1 ,1X1,566,On Notice,5/26/16,5/16/16,1295,671,296.a1,-110," 5th Floor, Courtyard View, Lounge Area, Scheme A-White Cabinets, Vinyl plank floor",-60,11,1585,0,1585
571a64ff3004565451453b8e,1X1 ,1X1,448,On Notice,5/30/16,5/20/16,1498,725,296.a3,0," 4th Floor, Courtyard View, Facing Other Apt, Parking Access, Scheme B-Grey Cabinets, Square Balcony, Vinyl plank floor",80,10,1725,0,1725
571a64ff3004565451453b8e,1X1 ,1X1,548,On Notice,6/16/16,6/6/16,1334,725,296.a3,0," 5th Floor, Courtyard View, Facing Other Apt, Parking Access, Scheme A-White Cabinets, Square Balcony, Vinyl plank floor",75,10,1710,0,1710
571a64ff3004565451453b8e,1X1 ,1X1,658,On Notice,6/17/16,6/7/16,1478,725,296.a3,0," 6th Floor, Courtyard View, Scheme B-Grey Cabinets, Vinyl plank floor",60,10,1695,0,1695
571a64ff3004565451453b8e,1X1L ,1X1L,,,,,,,,,,,,,,
571a64ff3004565451453b8e,1X1L ,1X1L,22,On Notice,5/28/16,5/18/16,1476,731,296.a5,0," Concrete Flooring, Scheme B-Grey Cabinets",10,10,1730,0,1730
571a64ff3004565451453b8e,1X1L ,1X1L,24,On Notice,7/6/16,6/26/16,1397,731,296.a5,0," Concrete Flooring, Scheme B-Grey Cabinets",10,10,1700,0,1700
571a64ff3004565451453b8e,2X2 ,2X2,,,,,,,,,,,,,,
571a64ff3004565451453b8e,2X2 ,2X2,325,Vacant Ready,4/22/16,3/1/16,1732,1122,296.b1,0," Full Mtn View, Parking Access, Scheme A-White Cabinets, Series 23, Square Balcony, Vinyl plank floor",250,12,2030,0,2030
571a64ff3004565451453b8e,2X2 ,2X2,379,On Notice,5/2/16,4/22/16,1750,1122,296.b1,0," Concrete Flooring, Scheme A-White Cabinets, Series 25, Square Balcony, Urban View",160,12,2005,0,2005
571a64ff3004565451453b8e,2X2 ,2X2,475,On Notice,5/8/16,4/28/16,1740,1122,296.b1,0," 4th Floor, Scheme B-Grey Cabinets, Series 25, Square Balcony, Urban View, Vinyl plank floor",190,12,2035,0,2035
571a64ff3004565451453b8e,2X2 ,2X2,241,On Notice,5/10/16,4/30/16,1778,1122,296.b1,0," Denver Tech Center View, Full Mtn View, Parking Access, Scheme B-Grey Cabinets, Series 25, Square Balcony, Vinyl plank floor",280,11,2155,0,2155
571a64ff3004565451453b8e,2X2 ,2X2,681,On Notice,6/10/16,5/31/16,1859,1122,296.b1,0," 6th Floor, Scheme B-Grey Cabinets, Series 25, Square Balcony, Urban View, Vinyl plank floor",205,11,2085,0,2085
571a64ff3004565451453b8e,2X2 ,2X2,439,On Notice,6/12/16,6/2/16,1935,1122,296.b1,0," 4th Floor, Full Mtn View, Scheme B-Grey Cabinets, Series 25, Square Balcony, Vinyl plank floor",315,11,2195,0,2195
571a64ff3004565451453b8e,2X2 ,2X2,321,On Notice,7/6/16,6/26/16,1772,1122,296.b1,0," Full Mtn View, Scheme A-White Cabinets, Series 23, Square Balcony, Vinyl plank floor",240,10,2105,0,2105
571a64ff3004565451453b8e,STUDIO ,STUDIO,,,,,,,,,,,,,,
571a64ff3004565451453b8e,STUDIO ,STUDIO,672,On Notice,5/10/16,4/30/16,1238,524,296.s1,0," 6th Floor, Courtyard View, Long Balcony, Scheme B-Grey Cabinets, Vinyl plank floor",85,11,1395,0,1395
571a64ff3004565451453b8e,STUDIO ,STUDIO,376,On Notice,6/4/16,5/25/16,1085,524,296.s1,0," Concrete Flooring, Courtyard View, Long Balcony, Scheme A-White Cabinets",40,10,1350,0,1350
571a64ff3004565451453b8e,STUDIO ,STUDIO,472,On Notice,6/5/16,5/26/16,1231,524,296.s1,0," 4th Floor, Courtyard View, Long Balcony, Scheme B-Grey Cabinets, Vinyl plank floor",70,10,1380,0,1380
571a64ff3004565451453b8e,STUDIOA ,STUDIOA,,,,,,,,,,,,,,
571a64ff3004565451453b8e,STUDIOA ,STUDIOA,207,Vacant Ready,4/22/16,3/12/16,1080,605,296.s2,0," Scheme B-Grey Cabinets, Vinyl plank floor",25,12,1270,0,1270
571a64ff3004565451453b8e,STUDIOA ,STUDIOA,394,Vacant Ready,4/22/16,10/5/15,1088,605,296.s2,0," Courtyard View, Full unit of vinyl plank, Scheme A-White Cabinets, Vinyl plank floor",55,12,1300,0,1300
571a64ff3004565451453b8e,STUDIOA ,STUDIOA,507,Vacant Ready,4/22/16,12/16/15,1299,605,296.s2,0," 6th Floor, Full Mtn View, Scheme A-White Cabinets, Vinyl plank floor",160,12,1405,0,1405
571a64ff3004565451453b8e,STUDIOA ,STUDIOA,588,Vacant Ready,4/22/16,2/29/16,1175,605,296.s2,0," 5th Floor, Courtyard View, Scheme A-White Cabinets, Vinyl plank floor",40,12,1285,0,1285
571a64ff3004565451453b8e,STUDIOA ,STUDIOA,688,Vacant Ready,4/22/16,3/28/16,1225,605,296.s2,0," 6th Floor, Amenity Access, Courtyard View, Scheme B-Grey Cabinets, Vinyl plank floor",70,12,1315,0,1315
